01/02/2010 10:59:29,PC-3778,Maggie.Tatyana.Castaneda@dtaa.com,Oliver.James.Bullock@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,1707146,C:\JPH1910\VCW0EDRC.doc(346440);C:\JPH1910\7YRNX39B.doc(1342309)
01/02/2010 11:19:16,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,,,Estes-Barry@hp.com,View,30298,
01/02/2010 13:26:34,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,,,VGH72@lockheedmartin.com,View,18620,
01/02/2010 13:45:24,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,,,Estes-Barry@hp.com,View,30298,
01/02/2010 14:24:13,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,,,Germaine.Bertha.Pugh@dtaa.com,View,50519,
01/02/2010 14:28:38,PC-3778,MAL5585@bellsouth.net,JPH48@gmail.com,,JPH48@gmail.com,Send,23565,
01/02/2010 14:33:30,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,,,Hadley.Yen.Walter@dtaa.com,View,19635,
01/02/2010 15:24:57,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,,,Orla.Amela.Stout@dtaa.com,View,30195,
01/02/2010 16:41:53,PC-3778,Jesse.Brian.Mckinney@dtaa.com;Lyle.Rafael.Simpson@dtaa.com;Magee.Zeph.Bennett@dtaa.com;Oliver.James.Bullock@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Send,19045,
01/04/2010 10:37:29,PC-3778,MAL5585@bellsouth.net,JPH48@gmail.com,,JPH48@gmail.com,View,23565,
01/04/2010 11:05:36,PC-3778,Oliver_Bullock@msn.com,JPH48@gmail.com,,JPH48@gmail.com,Send,24118,
01/04/2010 16:10:51,PC-3778,Jesse.Brian.Mckinney@dtaa.com;Cathleen.Tatum.Weeks@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,30013,
01/04/2010 16:10:55,PC-3778,Jesse.Brian.Mckinney@dtaa.com;Lyle.Rafael.Simpson@dtaa.com;Magee.Zeph.Bennett@dtaa.com;Oliver.James.Bullock@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,View,19045,
01/04/2010 16:11:08,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,,,VGH72@lockheedmartin.com,View,18620,
01/04/2010 16:12:15,PC-3778,Madaline.Nicole.Barnett@dtaa.com;Jesse.Brian.Mckinney@dtaa.com;Chaney.Malik.Mack@dtaa.com,Lyle.Rafael.Simpson@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,1126121,C:\18yrhD0\HKT45U09.doc(1104476)
01/04/2010 16:15:31,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,,,Bertha.Suki.Molina@dtaa.com,View,18508,
01/04/2010 16:16:11,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,,,AAB978@hp.com,View,23112,
01/04/2010 17:15:14,PC-3778,Ursa.Lacy.Stanton@dtaa.com,Jesse.Brian.Mckinney@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,2821252,C:\JPH1910\7YRNX39B.doc(1342309);C:\18yrhD0\JIU729IJ.doc(1123302);C:\JPH1910\FNZKXX8K.pdf(301998)
01/05/2010 13:50:26,PC-3778,Madaline.Nicole.Barnett@dtaa.com;Jesse.Brian.Mckinney@dtaa.com;Chaney.Malik.Mack@dtaa.com,Lyle.Rafael.Simpson@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,View,1126121,C:\18yrhD0\HKT45U09.doc(1104476)
01/05/2010 13:52:44,PC-3778,Jamalia.Paloma.Hooper@dtaa.com;Christen.Melissa.Mcguire@dtaa.com;Marshall.Aristotle.Lynch@dtaa.com,Deborah.Olivia.West@dtaa.com,,Jesse.Brian.Mckinney@dtaa.com,View,3482299,C:\YCTKLHO9.txt(1893579);C:\MLL178GK.doc(1551663)
01/05/2010 13:57:25,PC-3778,Desirae.Rhoda.Knight@dtaa.com;Cathleen.Tatum.Weeks@dtaa.com;Jamalia.Paloma.Hooper@dtaa.com;Chaney.Malik.Mack@dtaa.com,Marshall.Aristotle.Lynch@dtaa.com,,Marshall.Aristotle.Lynch@dtaa.com,View,24973,
01/05/2010 13:59:23,PC-3778,Jamalia.Paloma.Hooper@dtaa.com;Jesse.Brian.Mckinney@dtaa.com,,,Brody.Hammett.Lloyd@dtaa.com,View,53210,
01/05/2010 14:03:52,PC-3778,JPH48@gmail.com,,,Christen.M.Mcguire@sbcglobal.net,View,37934,
01/05/2010 15:03:55,PC-3778,Ursa.Lacy.Stanton@dtaa.com,Jesse.Brian.Mckinney@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,View,2821252,C:\JPH1910\7YRNX39B.doc(1342309);C:\18yrhD0\JIU729IJ.doc(1123302);C:\JPH1910\FNZKXX8K.pdf(301998)
01/05/2010 15:04:51,PC-3778,JPH48@gmail.com,Mckinney-Jesse@comcast.net,,Mckinney-Jesse@comcast.net,View,48114,
01/05/2010 15:14:56,PC-3778,JPH48@gmail.com,Mckinney-Jesse@comcast.net,,Mckinney-Jesse@comcast.net,View,48114,
01/05/2010 17:10:25,PC-3778,Harding.Dominic.Petersen@dtaa.com;Jamalia.Paloma.Hooper@dtaa.com;Jackson.Keefe.Reeves@dtaa.com;Knox.Hop.Terrell@dtaa.com,Dale.Kaden.Gaines@dtaa.com,,Xantha.Rebecca.Morrow@dtaa.com,View,31014,
01/06/2010 09:20:42,PC-3778,Madaline.Nicole.Barnett@dtaa.com;Jesse.Brian.Mckinney@dtaa.com;Chaney.Malik.Mack@dtaa.com,Lyle.Rafael.Simpson@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,View,1126121,C:\18yrhD0\HKT45U09.doc(1104476)
01/06/2010 09:22:42,PC-3778,Jamalia.Paloma.Hooper@dtaa.com;Jesse.Brian.Mckinney@dtaa.com,,,Christen.Melissa.Mcguire@dtaa.com,View,18757,
01/06/2010 12:20:57,PC-3778,RAC5573@optonline.net;Aurora_S_Gilmore@charter.net,JPH48@gmail.com,,Christen.M.Mcguire@sbcglobal.net,View,416073,C:\CMM1913\O528UXCG.doc(388810)
01/06/2010 15:48:22,PC-3778,Houston-Wallace@optonline.net,JPH48@gmail.com,,JPH48@gmail.com,Send,34613,
01/06/2010 16:32:22,PC-3778,JPH48@gmail.com;Oliver_Bullock@msn.com;Mack-Chaney@charter.net;Christen.M.Mcguire@sbcglobal.net,,,Maggie.Castaneda@juno.com,View,33123,
01/06/2010 16:32:50,PC-3778,Jesse.Brian.Mckinney@dtaa.com;Wing.Phelan.Howell@dtaa.com;Chaney.Malik.Mack@dtaa.com;Iris_Flores@lockheedmartin.com,Magee.Zeph.Bennett@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,40407,
01/06/2010 16:33:35,PC-3778,JPH48@gmail.com;Aurora_S_Gilmore@charter.net,Claire_K_Charles@earthlink.net;Lesley_Poole@hotmail.com,,Shaine_A_Mcmahon@gmail.com,View,25833,
01/06/2010 16:38:08,PC-3778,Maggie.Castaneda@juno.com,JPH48@gmail.com,,JPH48@gmail.com,Send,34585,
01/06/2010 16:42:06,PC-3778,Jamalia.Paloma.Hooper@dtaa.com;Lyle.Rafael.Simpson@dtaa.com,,,Chaney.Malik.Mack@dtaa.com,View,23103,
01/07/2010 09:52:50,PC-3778,Maggie.Tatyana.Castaneda@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Send,34225,
01/07/2010 10:02:47,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,,,Wallace.Vernon.Houston@dtaa.com,View,21237,
01/07/2010 10:25:19,PC-3778,Maggie.Castaneda@juno.com,JPH48@gmail.com,,JPH48@gmail.com,View,34585,
01/07/2010 10:36:40,PC-3778,Brody.Hammett.Lloyd@dtaa.com;Maggie.Tatyana.Castaneda@dtaa.com;Jamalia.Paloma.Hooper@dtaa.com,,,Ila.Hayfa.Delgado@dtaa.com,View,28659,
01/07/2010 10:59:52,PC-3778,Cathleen.Tatum.Weeks@dtaa.com;Brody.Hammett.Lloyd@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,32652,
01/07/2010 11:04:20,PC-3778,Jamalia.Paloma.Hooper@dtaa.com;Oliver.James.Bullock@dtaa.com;Brody.Hammett.Lloyd@dtaa.com,Jesse.Brian.Mckinney@dtaa.com,,Christen.Melissa.Mcguire@dtaa.com,View,22521,
01/07/2010 11:07:28,PC-3778,Brody.Hammett.Lloyd@dtaa.com;Maggie.Tatyana.Castaneda@dtaa.com;Jamalia.Paloma.Hooper@dtaa.com,,,Ila.Hayfa.Delgado@dtaa.com,View,28659,
01/07/2010 11:29:10,PC-3778,Oliver.James.Bullock@dtaa.com,Lesley.Zelda.Poole@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,19537,
01/07/2010 14:53:36,PC-3778,Houston-Wallace@optonline.net,JPH48@gmail.com,,JPH48@gmail.com,View,34613,
01/08/2010 09:16:34,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,,,Wallace.Vernon.Houston@dtaa.com,View,21237,
01/08/2010 10:47:57,PC-3778,Jesse.Brian.Mckinney@dtaa.com,Christen.Melissa.Mcguire@dtaa.com;Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Send,40605,
01/08/2010 10:56:15,PC-3778,Chaney.Malik.Mack@dtaa.com;Lesley.Zelda.Poole@dtaa.com,Eliana.Mari.Soto@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,39415,
01/08/2010 11:01:34,PC-3778,JVF44@verizon.net;Houston-Wallace@optonline.net,Geraldine_Mathis@charter.net;JPH48@gmail.com;Bennett_Magee@optonline.net,,Bennett_Magee@optonline.net,View,2385374,C:\MZB1903\4XRBFSGD.doc(444795);C:\MZB1903\TJVDDS4P.doc(1022038);C:\MZB1903\EAQ2C8KU.doc(896828)
01/08/2010 11:50:59,PC-3778,Brody.Hammett.Lloyd@dtaa.com;Magee.Zeph.Bennett@dtaa.com;Jesse.Brian.Mckinney@dtaa.com;Aurora.Savannah.Gilmore@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,27228,
01/08/2010 12:04:49,PC-3778,Jamalia.Paloma.Hooper@dtaa.com,Maggie.Tatyana.Castaneda@dtaa.com,,Maggie.Tatyana.Castaneda@dtaa.com,View,669942,C:\31HSb31\RWFQ8CP6.txt(638609)
01/08/2010 12:31:31,PC-3778,Lesley.Zelda.Poole@dtaa.com;Larissa_Palmer@northropgrumman.com,Jamalia.Paloma.Hooper@dtaa.com,,Cathleen.Tatum.Weeks@dtaa.com,View,3835509,C:\CTW1917\8DZAWPQN.doc(1094782);C:\96mlP21\RI8XV0PN.doc(1795691);C:\93b4467\NG57ML17.doc(896974)
01/08/2010 14:03:55,PC-3778,ZMM653@harris.com,Jamalia.Paloma.Hooper@dtaa.com,,Ila.Hayfa.Delgado@dtaa.com,View,24732,
01/08/2010 14:21:16,PC-3778,Christen.Melissa.Mcguire@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Send,19123,
01/09/2010 17:27:25,PC-3778,Maggie.Tatyana.Castaneda@dtaa.com;Wallace.Vernon.Houston@dtaa.com;Oliver.James.Bullock@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,20489,
01/09/2010 17:34:23,PC-3778,Shaine.Ariel.Mcmahon@dtaa.com;Maggie.Tatyana.Castaneda@dtaa.com;Brody.Hammett.Lloyd@dtaa.com,Patience_Mcgee@northropgrumman.com;Aurora.Savannah.Gilmore@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,28469,
01/09/2010 18:05:37,PC-3778,Erica_Walsh@juno.com;JPH48@gmail.com;Shaine_A_Mcmahon@gmail.com,MAL5585@bellsouth.net,,Lesley_Poole@hotmail.com,View,27267,
01/09/2010 18:07:32,PC-3778,Lesley.Zelda.Poole@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Send,1370366,C:\JPH1910\7YRNX39B.doc(1342309)
01/09/2010 18:33:16,PC-3778,Venus.Anika.Graves@dtaa.com;Jamalia.Paloma.Hooper@dtaa.com;Cooper.Rajah.Thompson@dtaa.com,Victor.Cole.Pope@dtaa.com,,William.Cruz.Kirby@dtaa.com,View,49123,
01/09/2010 18:33:46,PC-3778,Martha_B_Bradshaw@msn.com,JPH48@gmail.com,,JPH48@gmail.com,Send,20348,
01/09/2010 18:38:27,PC-3778,Chaney.Malik.Mack@dtaa.com;Oliver.James.Bullock@dtaa.com;Jamalia.Paloma.Hooper@dtaa.com,Shaine.Ariel.Mcmahon@dtaa.com;Marshall.Aristotle.Lynch@dtaa.com,,Marshall.Aristotle.Lynch@dtaa.com,View,23551,
01/09/2010 18:50:01,PC-3778,Ila_H_Delgado@aol.com,JPH48@gmail.com,,Mack-Chaney@charter.net,View,24573,
01/09/2010 19:01:42,PC-3778,Jesse.Brian.Mckinney@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Wallace.Vernon.Houston@dtaa.com,View,9664,
01/11/2010 14:30:08,PC-3778,Martha_B_Bradshaw@msn.com,JPH48@gmail.com,,JPH48@gmail.com,View,20348,
01/11/2010 14:32:38,PC-3778,Wallace.Vernon.Houston@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Send,369579,C:\18yrhD0\RJ17LYMQ.doc(350881)
01/11/2010 14:48:45,PC-3778,Lyle.Rafael.Simpson@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Send,4101831,C:\JPH1910\FNZKXX8K.pdf(301998);C:\JPH1910\7YRNX39B.doc(1342309);C:\18yrhD0\JIU729IJ.doc(1123302);C:\18yrhD0\OBJ5N5ZW.pdf(1290878)
01/11/2010 14:56:29,PC-3778,Magee.Zeph.Bennett@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Send,22927,
01/11/2010 15:18:30,PC-3778,Martha_B_Bradshaw@msn.com,JPH48@gmail.com,,JPH48@gmail.com,View,20348,
01/11/2010 15:20:25,PC-3778,Lesley.Zelda.Poole@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,View,1370366,C:\JPH1910\7YRNX39B.doc(1342309)
01/11/2010 15:22:11,PC-3778,Lyle.Rafael.Simpson@dtaa.com;Chaney.Malik.Mack@dtaa.com;Brody.Hammett.Lloyd@dtaa.com,Jesse.Brian.Mckinney@dtaa.com;Christen.Melissa.Mcguire@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,394659,C:\18yrhD0\RJ17LYMQ.doc(350881)
01/11/2010 15:41:41,PC-3778,Patience_Mcgee@yahoo.com,JPH48@gmail.com,,JPH48@gmail.com,Send,42098,
01/11/2010 15:42:14,PC-3778,Shaine.Ariel.Mcmahon@dtaa.com;Maggie.Tatyana.Castaneda@dtaa.com;Brody.Hammett.Lloyd@dtaa.com,Patience_Mcgee@northropgrumman.com;Aurora.Savannah.Gilmore@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,View,28469,
01/12/2010 10:59:06,PC-3778,Jesse.Brian.Mckinney@dtaa.com;Maggie.Tatyana.Castaneda@dtaa.com;Jamalia.Paloma.Hooper@dtaa.com,Lesley.Zelda.Poole@dtaa.com;Magee.Zeph.Bennett@dtaa.com,,Magee.Zeph.Bennett@dtaa.com,View,83388,C:\45Fp483\X0N6YXDS.doc(65426)
01/12/2010 11:12:51,PC-3778,Cathleen.Tatum.Weeks@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Send,27595,
01/12/2010 11:17:14,PC-3778,Chaney.Malik.Mack@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Send,305728,C:\18yrhD0\X33RNSBO.doc(283761)
01/12/2010 11:22:39,PC-3778,Martha_B_Bradshaw@msn.com,JPH48@gmail.com,,JPH48@gmail.com,View,20348,
01/12/2010 12:37:48,PC-3778,Jamalia.Paloma.Hooper@dtaa.com;Alexandra.Whitney.Miller@dtaa.com;Ila.Hayfa.Delgado@dtaa.com,,,Shaine.Ariel.Mcmahon@dtaa.com,View,27088,
01/12/2010 12:38:41,PC-3778,Lyle.Rafael.Simpson@dtaa.com;Chaney.Malik.Mack@dtaa.com;Brody.Hammett.Lloyd@dtaa.com,Jesse.Brian.Mckinney@dtaa.com;Christen.Melissa.Mcguire@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,View,394659,C:\18yrhD0\RJ17LYMQ.doc(350881)
01/12/2010 12:47:54,PC-3778,Morrison.Owen@optonline.net;JPH48@gmail.com;Houston-Wallace@optonline.net;MAL5585@bellsouth.net,,,Lyle.R.Simpson@juno.com,View,40737,
01/12/2010 12:56:19,PC-3778,Cathleen.Tatum.Weeks@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,Send,2313597,C:\SPTCR523.doc(505361);C:\JPH1910\5TTFUV5L.exe(25995);C:\JPH1910\PUBKAZEK.txt(1755537)
01/12/2010 13:02:39,PC-3778,Lyle.Rafael.Simpson@dtaa.com;Magee.Zeph.Bennett@dtaa.com;Jamalia.Paloma.Hooper@dtaa.com;Wallace.Vernon.Houston@dtaa.com,,,Cathleen.Tatum.Weeks@dtaa.com,View,2757346,C:\HGUQ7R0R.doc(605128);C:\96mlP21\XC36HTPY.doc(1030030);C:\CTW1917\8DZAWPQN.doc(1094782)
01/13/2010 13:40:13,PC-3778,Christen.M.Mcguire@sbcglobal.net;Bennett_Magee@optonline.net;JPH48@gmail.com;Aurora_S_Gilmore@charter.net,Mack-Chaney@charter.net,,Oliver_Bullock@msn.com,View,880347,C:\27BBRl0\EROUQT47.zip(851498)
01/13/2010 13:47:06,PC-3778,Ryan.J.Hunter@gmail.com;Lyle.R.Simpson@juno.com;JPH48@gmail.com;Cathleen_Weeks@hotmail.com;Mack-Chaney@charter.net,,,Houston-Wallace@optonline.net,View,27431,
01/13/2010 15:06:15,PC-3778,Shaine.Ariel.Mcmahon@dtaa.com,Jamalia.Paloma.Hooper@dtaa.com,,Jamalia.Paloma.Hooper@dtaa.com,Send,23731,
01/13/2010 15:11:14,PC-3778,Ryan.J.Hunter@gmail.com;Lyle.R.Simpson@juno.com;JPH48@gmail.com;Cathleen_Weeks@hotmail.com;Mack-Chaney@charter.net,,,Houston-Wallace@optonline.net,View,27431,
01/13/2010 15:23:42,PC-3778,Jamalia.Paloma.Hooper@dtaa.com;Claire.Kellie.Charles@dtaa.com,Maggie.Tatyana.Castaneda@dtaa.com;Honorato.Nicolas.Curry@dtaa.com,,Shaine.Ariel.Mcmahon@dtaa.com,View,61658,
01/13/2010 16:30:52,PC-3778,Martha_B_Bradshaw@msn.com,JPH48@gmail.com,,JPH48@gmail.com,View,20348,
